Type,Name,Floorplan,Breakable,Cookable,Dirtyable,Fillable,Moveable,Openable,Pickupable,Receptacle,Sliceable,Toggleable,CanUseUp,ChangeTempHot,ChangeTempCold,Mass,SalientMaterials,CompatibleReceptacles
CoffeeMachine,CoffeeMachine_74af8a4c,24,False,False,False,False,True,False,False,True,False,True,False,True,False,5.0,Plastic,None
Fork,Fork_d968ab2e,24,False,False,False,False,False,False,True,False,False,False,False,False,False,0.03999999910593033,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
LightSwitch,LightSwitch_ff5b751e,24,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
Bread,Bread_f35aef4f,24,False,False,False,False,False,False,True,False,True,False,False,False,False,0.699999988079071,Food,"Microwave, Fridge, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, GarbageCan, Plate"
Fridge,Fridge_604371ee,24,False,False,False,False,False,True,False,True,False,False,False,False,True,0.0,None,None
Window,Window_d6591202,24,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,None,None
Spatula,Spatula_1f359833,24,False,False,False,False,False,False,True,False,False,False,False,False,False,0.06499999761581421,"Metal, Plastic","Pot, Pan, Bowl, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
PaperTowelRoll,PaperTowelRoll_2af7fe66,24,False,False,False,False,False,False,True,False,False,False,False,False,False,0.2199999988079071,Paper,None
Potato,Potato_06e47e90,24,False,True,False,False,False,False,True,False,True,False,False,False,False,0.18000000715255737,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
GarbageCan,GarbageCan_ab6bb187,24,False,False,False,False,True,False,False,True,False,False,False,False,False,0.699999988079071,Metal,None
SoapBottle,SoapBottle_70cea377,24,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4000000059604645,Plastic,"Dresser, Desk, Toilet, Cart, Bathtub, Sink, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Drawer, GarbageCan"
Egg,Egg_cafa1539,24,True,False,False,False,False,False,True,False,True,False,False,False,False,0.054999999701976776,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
Cup,Cup_05ff0251,24,True,False,True,True,False,False,True,True,False,False,False,False,False,0.4000000059604645,Glass,"Microwave, Fridge, Dresser, Desk, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
SinkBasin,SinkBasin_e2af25ed,24,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
Pot,Pot_2b2cd799,24,False,False,True,True,False,False,True,True,False,False,False,False,False,0.5699999928474426,Metal,"StoveBurner, Fridge, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
SaltShaker,SaltShaker_9cc120c7,24,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4000000059604645,"Metal, Glass","DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer, Cabinet, Shelf"
Pan,Pan_51799bab,24,False,False,True,False,False,False,True,True,False,False,False,False,False,0.6700000166893005,Metal,"DiningTable, CounterTop, TVStand, CoffeeTable, SideTable, Sink, SinkBasin, Cabinet, StoveBurner, Fridge"
PepperShaker,PepperShaker_21b75db3,24,False,False,False,False,False,False,True,False,False,False,False,False,False,0.14000000059604645,"Metal, Glass","DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer, Cabinet, Shelf"
ButterKnife,ButterKnife_41dde884,24,False,False,False,False,False,False,True,False,False,False,False,False,False,0.07999999821186066,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, Drawer"
StoveKnob,StoveKnob_d0ce302e,24,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_f91593ec,24,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_e8ac6b29,24,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_8b960eb7,24,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
Tomato,Tomato_a1e79e7f,24,False,False,False,False,False,False,True,False,True,False,False,False,False,0.11999998986721039,Food,"DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Sink, SinkBasin, Pot, Bowl, Fridge, GarbageCan, Plate"
DishSponge,DishSponge_4d7e3cff,24,False,False,False,False,False,False,True,False,False,False,False,False,False,0.029999997466802597,Sponge,"Pot, Pan, Bowl, Plate, Box, Toilet, Cart, Cart, BathtubBasin, Bathtub, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Drawer, GarbageCan"
Lettuce,Lettuce_bac590f4,24,False,False,False,False,False,False,True,False,True,False,False,False,False,0.4699999988079071,Food,"Pot, Pan, Bowl, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
Spoon,Spoon_fdaaef6c,24,False,False,False,False,False,False,True,False,False,False,False,False,False,0.03999999910593033,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Apple,Apple_60ddbc3d,24,False,False,False,False,False,False,True,False,True,False,False,False,False,0.20000000298023224,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, GarbageCan, Dresser"
Knife,Knife_be45c781,24,False,False,False,False,False,False,True,False,False,False,False,False,False,0.18000000715255737,"Metal, Plastic","Pot, Pan, Bowl, Mug, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Toaster,Toaster_281616a4,24,False,False,False,False,True,False,False,True,False,True,False,True,False,5.0,Metal,None
Mug,Mug_f5348c95,24,True,False,True,True,False,False,True,True,False,False,False,False,False,1.0,Ceramic,"SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
DiningTable,DiningTable_06733455,24,False,False,False,False,True,False,False,True,False,False,False,False,False,85.0,"Metal, Plastic",None
Stool,Stool_d0f82f9f,24,False,False,False,False,True,False,False,True,False,False,False,False,False,3.180000066757202,Wood,None
Faucet,Faucet_77219e68,24,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
Faucet,Faucet_eef2fbd5,24,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
Bowl,Bowl_072da5e8,24,True,False,True,True,False,False,True,True,False,False,False,False,False,0.4699999988079071,Glass,"Microwave, Fridge, Dresser, Desk, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Cabinet,Cabinet_65c00ed7,25,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_4b6c1cd8,25,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
Drawer,Drawer_be3e5734,25,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_b6d0b44b,25,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
Sink,Sink_9b464501,25,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_159f55a2,25,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
CounterTop,CounterTop_41932580,25,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_50f0e4e2,25,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
Drawer,Drawer_61aff92f,25,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_8b191370,25,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_f021f78b,25,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_689f324f,25,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_200c15f4,25,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_846084f7,25,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_08d814b0,25,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_bdff9e14,25,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_c4f603e8,25,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_35be000a,25,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_4de8f95e,25,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_30bce0eb,25,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_efc1fd88,25,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_94ccad3b,25,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_ef42f5a6,25,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_fcb9470f,25,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Floor,Floor_786f6b8f,25,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,Ceramic,None
Apple,Apple_e5b56315,25,False,False,False,False,False,False,True,False,True,False,False,False,False,0.20000000298023224,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, GarbageCan, Dresser"
Fridge,Fridge_da21209b,25,False,False,False,False,False,True,False,True,False,False,False,False,True,0.0,None,None
Microwave,Microwave_57551223,25,False,False,False,False,True,True,False,True,False,True,False,True,False,6.999999523162842,"Metal, Glass",None
GarbageCan,GarbageCan_8f4d3101,25,False,False,False,False,True,False,False,True,False,False,False,False,False,0.699999988079071,Plastic,None
StoveKnob,StoveKnob_584b440d,25,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_4b1eac02,25,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_476783fc,25,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_9fb53f5a,25,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
Fork,Fork_b0f0d831,25,False,False,False,False,False,False,True,False,False,False,False,False,False,0.03999999910593033,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Ladle,Ladle_31ad1cb4,25,False,False,False,False,False,False,True,False,False,False,False,False,False,0.07999999821186066,"Metal, Plastic","Pot, Pan, Bowl, Plate, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Pan,Pan_624260f8,25,False,False,True,False,False,False,True,True,False,False,False,False,False,0.6700000166893005,Metal,"DiningTable, CounterTop, TVStand, CoffeeTable, SideTable, Sink, SinkBasin, Cabinet, StoveBurner, Fridge"
SoapBottle,SoapBottle_9b864766,25,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4000000059604645,Plastic,"Dresser, Desk, Toilet, Cart, Bathtub, Sink, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Drawer, GarbageCan"
Pot,Pot_7219060b,25,False,False,True,True,False,False,True,True,False,False,False,False,False,0.5699999928474426,Metal,"StoveBurner, Fridge, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Tomato,Tomato_8cdb8e33,25,False,False,False,False,False,False,True,False,True,False,False,False,False,0.11999998986721039,Food,"DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Sink, SinkBasin, Pot, Bowl, Fridge, GarbageCan, Plate"
Potato,Potato_34759378,25,False,True,False,False,False,False,True,False,True,False,False,False,False,0.18000000715255737,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
SaltShaker,SaltShaker_90353394,25,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6000000238418579,"Metal, Glass","DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer, Cabinet, Shelf"
Plate,Plate_93086e51,25,True,False,True,False,False,False,True,True,False,False,False,False,False,0.6200000047683716,Ceramic,"Microwave, Fridge, Dresser, Desk, Sink, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Window,Window_a760bc9f,25,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,None,None
Toaster,Toaster_dbcd7d94,25,False,False,False,False,True,False,False,True,False,True,False,True,False,5.0,Metal,None
Spatula,Spatula_f2022b5b,25,False,False,False,False,False,False,True,False,False,False,False,False,False,0.06499999761581421,"Metal, Plastic","Pot, Pan, Bowl, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Knife,Knife_2e7bffd6,25,False,False,False,False,False,False,True,False,False,False,False,False,False,0.18000000715255737,"Metal, Plastic","Pot, Pan, Bowl, Mug, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Egg,Egg_bf87faf0,25,True,False,False,False,False,False,True,False,True,False,False,False,False,0.054999999701976776,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
Cup,Cup_e9f9846f,25,True,False,True,True,False,False,True,True,False,False,False,False,False,0.4000000059604645,Ceramic,"Microwave, Fridge, Dresser, Desk, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
SinkBasin,SinkBasin_440a0b3d,25,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
ButterKnife,ButterKnife_2313fc74,25,False,False,False,False,False,False,True,False,False,False,False,False,False,0.07999999821186066,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, Drawer"
CoffeeMachine,CoffeeMachine_1cd0289f,25,False,False,False,False,True,False,False,True,False,True,False,True,False,5.0,Plastic,None
Lettuce,Lettuce_c727fd66,25,False,False,False,False,False,False,True,False,True,False,False,False,False,0.4699999988079071,Food,"Pot, Pan, Bowl, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
PepperShaker,PepperShaker_2f4151b4,25,False,False,False,False,False,False,True,False,False,False,False,False,False,0.23999997973442078,"Metal, Glass","DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer, Cabinet, Shelf"
LightSwitch,LightSwitch_fdfd94b2,25,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
DishSponge,DishSponge_adfae8fb,25,False,False,False,False,False,False,True,False,False,False,False,False,False,0.029999997466802597,Sponge,"Pot, Pan, Bowl, Plate, Box, Toilet, Cart, Cart, BathtubBasin, Bathtub, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Drawer, GarbageCan"
Bread,Bread_24f4fd7e,25,False,False,False,False,False,False,True,False,True,False,False,False,False,0.699999988079071,Food,"Microwave, Fridge, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, GarbageCan, Plate"
Spoon,Spoon_0ac67b8f,25,False,False,False,False,False,False,True,False,False,False,False,False,False,0.03999999910593033,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Mug,Mug_8d9f8531,25,True,False,True,True,False,False,True,True,False,False,False,False,False,1.0,Ceramic,"SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Faucet,Faucet_caa0f088,25,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
Bowl,Bowl_a2ab10a3,25,True,False,True,True,False,False,True,True,False,False,False,False,False,0.4699999988079071,Glass,"Microwave, Fridge, Dresser, Desk, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Stool,Stool_509d7f69,25,False,False,False,False,True,False,False,True,False,False,False,False,False,3.180000066757202,Metal,None
Drawer,Drawer_cf49338d,26,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_5bd77b3b,26,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_6284c3c4,26,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_6ea881cb,26,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_c0e20583,26,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_ed3b232b,26,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_31aca434,26,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_d178cfba,26,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_466fbbd3,26,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_25adb0cf,26,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_c4112545,26,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
CounterTop,CounterTop_1ff7eec7,26,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
Sink,Sink_3ca1c4e6,26,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_fc2f2ce4,26,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
Drawer,Drawer_63f50567,26,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_3ff62f2b,26,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
StoveBurner,StoveBurner_e6627fcc,26,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
StoveBurner,StoveBurner_dd17f9a1,26,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
CounterTop,CounterTop_64d259cf,26,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_b2bb70d9,26,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Floor,Floor_20a57645,26,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,Ceramic,None
Egg,Egg_7407abdb,26,True,False,False,False,False,False,True,False,True,False,False,False,False,0.054999999701976776,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
StoveKnob,StoveKnob_052e0fb2,26,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_9dfcc67e,26,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_d378610d,26,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_db835437,26,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
Plate,Plate_5ac26ac3,26,True,False,True,False,False,False,True,True,False,False,False,False,False,0.6200000047683716,Ceramic,"Microwave, Fridge, Dresser, Desk, Sink, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Toaster,Toaster_70e5cd67,26,False,False,False,False,True,False,False,True,False,True,False,True,False,5.0,Metal,None
GarbageCan,GarbageCan_5753b359,26,False,False,False,False,True,False,False,True,False,False,False,False,False,0.699999988079071,Plastic,None
Fork,Fork_7a68ae9b,26,False,False,False,False,False,False,True,False,False,False,False,False,False,0.03999999910593033,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Bread,Bread_420dedde,26,False,False,False,False,False,False,True,False,True,False,False,False,False,0.699999988079071,Food,"Microwave, Fridge, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, GarbageCan, Plate"
Apple,Apple_bb0e1437,26,False,False,False,False,False,False,True,False,True,False,False,False,False,0.20000000298023224,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, GarbageCan, Dresser"
Lettuce,Lettuce_fabe0296,26,False,False,False,False,False,False,True,False,True,False,False,False,False,0.4699999988079071,Food,"Pot, Pan, Bowl, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
LightSwitch,LightSwitch_186a463a,26,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
Window,Window_ec61e039,26,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,None,None
Spatula,Spatula_a8a34a93,26,False,False,False,False,False,False,True,False,False,False,False,False,False,0.06499999761581421,"Metal, Plastic","Pot, Pan, Bowl, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Knife,Knife_3e088444,26,False,False,False,False,False,False,True,False,False,False,False,False,False,0.18000000715255737,"Metal, Plastic","Pot, Pan, Bowl, Mug, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Potato,Potato_c0d351ab,26,False,True,False,False,False,False,True,False,True,False,False,False,False,0.18000000715255737,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
Tomato,Tomato_156a2494,26,False,False,False,False,False,False,True,False,True,False,False,False,False,0.11999998986721039,Food,"DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Sink, SinkBasin, Pot, Bowl, Fridge, GarbageCan, Plate"
Cup,Cup_31709fb7,26,True,False,True,True,False,False,True,True,False,False,False,False,False,0.4000000059604645,Ceramic,"Microwave, Fridge, Dresser, Desk, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Fridge,Fridge_a2da9221,26,False,False,False,False,False,True,False,True,False,False,False,False,True,0.0,None,None
SinkBasin,SinkBasin_4b550ad0,26,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
SaltShaker,SaltShaker_0540bb5c,26,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4000000059604645,"Metal, Glass","DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer, Cabinet, Shelf"
PepperShaker,PepperShaker_573b73c5,26,False,False,False,False,False,False,True,False,False,False,False,False,False,0.14000000059604645,"Metal, Glass","DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer, Cabinet, Shelf"
ButterKnife,ButterKnife_e8fcbb64,26,False,False,False,False,False,False,True,False,False,False,False,False,False,0.07999999821186066,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, Drawer"
Microwave,Microwave_d485f342,26,False,False,False,False,True,True,False,True,False,True,False,True,False,6.999999523162842,"Metal, Glass",None
CoffeeMachine,CoffeeMachine_95f5a8d0,26,False,False,False,False,True,False,False,True,False,True,False,True,False,5.0,Plastic,None
SoapBottle,SoapBottle_f176a976,26,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4000000059604645,"Metal, Glass","Dresser, Desk, Toilet, Cart, Bathtub, Sink, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Drawer, GarbageCan"
Pan,Pan_2f052047,26,False,False,True,False,False,False,True,True,False,False,False,False,False,0.6700000166893005,Metal,"DiningTable, CounterTop, TVStand, CoffeeTable, SideTable, Sink, SinkBasin, Cabinet, StoveBurner, Fridge"
DishSponge,DishSponge_e6b56422,26,False,False,False,False,False,False,True,False,False,False,False,False,False,0.029999997466802597,Sponge,"Pot, Pan, Bowl, Plate, Box, Toilet, Cart, Cart, BathtubBasin, Bathtub, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Drawer, GarbageCan"
Pot,Pot_40dbec4e,26,False,False,True,True,False,False,True,True,False,False,False,False,False,0.5699999928474426,Metal,"StoveBurner, Fridge, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Spoon,Spoon_8ed80887,26,False,False,False,False,False,False,True,False,False,False,False,False,False,0.03999999910593033,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Mug,Mug_f2b785ac,26,True,False,True,True,False,False,True,True,False,False,False,False,False,1.0,Ceramic,"SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
DiningTable,DiningTable_5ff5c255,26,False,False,False,False,True,False,False,True,False,False,False,False,False,85.0,"Metal, Plastic",None
Faucet,Faucet_150c58cd,26,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
DiningTable,DiningTable_7804dda2,26,False,False,False,False,True,False,False,True,False,False,False,False,False,85.0,"Metal, Plastic",None
Bowl,Bowl_65ad762e,26,True,False,True,True,False,False,True,True,False,False,False,False,False,0.4699999988079071,Ceramic,"Microwave, Fridge, Dresser, Desk, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Cabinet,Cabinet_0676cbe2,27,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_33589765,27,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_c974dc15,27,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
Cabinet,Cabinet_74ac8240,27,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_e8823931,27,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_13c6555c,27,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_55dc273e,27,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
CounterTop,CounterTop_eae05b7c,27,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_7afc1e0c,27,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Floor,Floor_a9a043b6,27,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,Ceramic,None
StoveBurner,StoveBurner_fcf80942,27,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
Cabinet,Cabinet_6659438d,27,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
